Time (milliseconds),time,accelleration,x_accelleration,y_accelleration,z_accelleration,altitude
471540,471.512,9.899685,0.0,-0.47088,9.88848,413.965
471577,471.548,10.05034,0.0,-0.31392,10.04544,414.3085
471612,471.584,9.908392,0.0,-0.62784,9.88848,413.8964
471685,471.656,10.21447,0.15696,-0.47088,10.2024,413.8303
471720,471.692,9.893462,0.0,-0.31392,9.88848,412.9002
471757,471.728,9.74417,-0.15696,-0.47088,9.731521,413.4868
471792,471.764,10.06627,-0.15696,-0.62784,10.04544,413.3124
471831,471.8,10.06504,0.0,-0.62784,10.04544,413.1406
472025,471.996,9.899685,0.0,-0.47088,9.88848,414.2055
472060,472.032,10.05647,0.0,-0.47088,10.04544,414.3773
472096,472.068,10.0577,0.15696,-0.47088,10.04544,414.0707
472132,472.104,10.05647,0.0,-0.47088,10.04544,414.0707
472205,472.176,9.909635,0.15696,-0.62784,9.88848,414.4829
472240,472.212,9.899685,0.0,-0.47088,9.88848,414.7894
472276,472.248,10.06994,0.31392,-0.62784,10.04544,414.1764
472312,472.284,9.742906,0.0,-0.47088,9.731521,414.1368
472349,472.32,10.0577,0.15696,-0.47088,10.04544,413.8964
472421,472.392,10.22291,0.15696,-0.62784,10.2024,413.7933
472456,472.428,9.908392,0.0,-0.62784,9.88848,413.8964
472493,472.464,10.06504,0.0,-0.62784,10.04544,413.6585
472529,472.5,10.07605,0.0,-0.7848001,10.04544,414.3085
472601,472.572,10.0577,0.15696,-0.47088,10.04544,414.0707
472636,472.608,9.899685,0.0,-0.47088,9.88848,414.0707
472673,472.644,10.05157,0.15696,-0.31392,10.04544,414.1368
472709,472.68,9.899685,0.0,-0.47088,9.88848,413.2463
472745,472.716,10.37837,0.0,-0.62784,10.35936,413.7642
472816,472.788,10.05034,0.0,-0.31392,10.04544,413.5925
472853,472.824,9.899685,0.0,-0.47088,9.88848,414.1368
472889,472.86,10.2217,0.0,-0.62784,10.2024,414.3773
472925,472.896,10.06627,0.15696,-0.62784,10.04544,414.3085
472960,472.932,9.894707,0.15696,-0.31392,9.88848,414.3085
473032,473.004,9.900929,0.15696,-0.47088,9.88848,414.5516
473069,473.04,9.751752,0.0,-0.62784,9.731521,414.3085
473105,473.076,10.2217,0.0,-0.62784,10.2024,413.8964
473141,473.112,9.899685,0.0,-0.47088,9.88848,414.3085
473212,473.184,9.909635,0.15696,-0.62784,9.88848,413.3521
473249,473.22,9.900929,0.15696,-0.47088,9.88848,413.5925
473285,473.256,10.05157,0.15696,-0.31392,10.04544,413.5925
473321,473.292,10.06504,0.0,-0.62784,10.04544,413.6585
473359,473.328,9.763115,0.0,-0.7848001,9.731521,413.8303
473433,473.404,10.06627,0.15696,-0.62784,10.04544,414.8952
473468,473.44,9.908392,0.0,-0.62784,9.88848,413.8964
473504,473.476,9.595123,0.0,-0.62784,9.57456,414.1368
473540,473.512,10.22291,-0.15696,-0.62784,10.2024,413.8303
473612,473.584,9.900929,0.15696,-0.47088,9.88848,414.1764
473649,473.62,9.900929,0.15696,-0.47088,9.88848,414.1764
473685,473.656,10.05647,0.0,-0.47088,10.04544,414.4168
473720,473.692,10.05647,0.0,-0.47088,10.04544,413.3521
473756,473.728,9.587417,0.15696,-0.47088,9.57456,414.7894
473831,473.8,11.81378,-2.82528,3.29616,10.9872,413.3521
473870,473.84,12.9898,0.0,-8.946721,9.417601,413.6585
473908,473.88,16.39913,0.0,1.5696,16.32384,413.3521
473944,473.916,15.43804,-3.924,-3.1392,14.59728,413.8303
474017,473.988,33.38713,1.09872,-4.08096,33.11856,414.2425
474053,474.024,13.0239,-6.43536,-8.161921,-7.848001,413.9359
474088,474.06,13.07205,-10.67328,-7.22016,2.19744,414.7339
474124,474.096,19.20885,-6.59232,-16.79472,6.59232,415.9018
474161,474.132,13.43361,-3.1392,-13.02768,0.94176,416.248
474233,474.204,14.57279,-2.82528,-13.49856,4.7088,416.6998
474269,474.24,15.39169,-3.76704,-14.44032,3.76704,416.6311
474304,474.276,15.42846,-4.7088,-13.96944,4.55184,416.4593
474341,474.312,10.75377,-1.5696,-9.88848,3.924,416.8028
474412,474.384,12.26399,1.5696,-11.45808,4.08096,416.9112
474448,474.42,12.01744,0.31392,-10.51632,5.80752,416.1925
474484,474.456,10.60381,-1.88352,-3.76704,9.731521,416.8451
474521,474.492,8.432128,-2.98224,-5.80752,5.33664,416.6047
474573,474.544,1.863797,-0.62784,-1.72656,0.31392,416.8821
474620,474.592,7.822847,-5.02272,-4.08096,4.39488,416.5359
474656,474.628,5.788399,-1.25568,0.0,5.65056,416.2982
474692,474.664,7.799191,-2.51136,0.31392,7.37712,416.2321
474730,474.7,6.845328,-1.09872,-0.31392,6.74928,417.4026
474804,474.776,7.818121,0.62784,1.25568,7.691041,417.5744
474842,474.812,7.311708,1.88352,-0.15696,7.0632,418.2931
474881,474.852,8.247499,2.82528,-0.94176,7.691041,416.9878
474917,474.888,11.83045,2.19744,-0.47088,11.61504,416.75
474988,474.96,8.912232,4.39488,-2.82528,7.22016,417.2679
475024,474.996,4.554546,0.0,-0.15696,4.55184,417.614
475061,475.032,2.593405,1.5696,-2.04048,0.31392,416.5492
475097,475.068,8.426282,3.61008,-1.88352,7.37712,416.8953
475132,475.104,8.163429,0.15696,-3.1392,7.53408,417.1358
475314,475.284,13.06262,-0.15696,0.94176,13.02768,417.4793
475352,475.324,10.59102,-1.5696,3.45312,9.88848,417.614
475388,475.36,12.58522,-0.31392,0.7848001,12.5568,417.4132
475425,475.396,13.20331,-0.31392,-0.62784,13.18464,416.8293
475498,475.468,13.12189,1.88352,1.72656,12.87072,417.2415
475536,475.508,15.82808,1.88352,-0.7848001,15.696,417.001
475572,475.544,15.7438,0.7848001,6.90624,14.1264,416.351
475608,475.58,8.246004,-0.31392,5.33664,6.2784,418.0658
475645,475.616,9.988874,0.15696,5.02272,8.632801,417.1754
475716,475.688,17.207,3.1392,-2.04048,16.79472,417.7594
475752,475.724,6.877643,2.51136,-1.25568,6.2784,417.4132
475788,475.76,7.165358,4.39488,3.1392,4.7088,417.1754
475824,475.796,7.370438,1.88352,-0.94176,7.0632,418.1055
475896,475.868,7.028234,2.82528,0.0,6.43536,417.3868
475932,475.904,11.13863,4.08096,-0.31392,10.35936,416.9086
475968,475.94,7.015954,3.61008,0.7848001,-5.96448,417.149
476005,475.976,20.0602,2.04048,2.66832,19.77696,417.0829
476041,476.012,12.84198,6.59232,2.04048,10.83024,418.4939
476112,476.084,6.816475,4.7088,0.7848001,4.86576,417.8413
476148,476.12,13.00876,7.37712,0.94176,10.67328,417.6008
476185,476.156,10.90279,6.59232,-0.94176,8.632801,417.2969
476221,476.192,10.12483,5.02272,-0.15696,8.789761,418.1874
476293,476.264,8.402859,3.76704,-1.41264,7.37712,418.2931
476328,476.3,8.439428,2.66832,0.15696,8.00496,418.0526
476365,476.336,6.924054,2.51136,-0.47088,6.43536,417.0961
476403,476.372,6.233111,1.88352,-1.25568,5.80752,417.5744
476440,476.412,8.824727,1.5696,0.94176,8.632801,417.3366
476513,476.484,9.091495,1.41264,-0.7848001,8.946721,417.6827
476549,476.52,9.727722,2.19744,-4.23792,8.475841,417.2045
476584,476.556,11.31964,2.82528,-5.33664,9.57456,417.4423
476620,476.592,11.62988,2.3544,-5.65056,9.88848,417.8571
476693,476.664,12.53716,2.82528,-5.33664,10.9872,418.1345
476728,476.7,12.65549,2.66832,-7.22016,10.04544,417.8967
476766,476.736,9.55911,0.47088,-4.39488,8.475841,418.6154
476804,476.776,8.719407,0.15696,-3.45312,8.00496,417.8967
476840,476.812,10.13942,0.7848001,-5.96448,8.161921,417.762
476912,476.884,8.140763,0.7848001,-4.23792,6.90624,418.0024
476949,476.92,5.569316,-0.47088,-3.924,3.924,417.5242
476984,476.956,6.335043,-0.31392,-4.55184,4.39488,417.2177
477020,476.992,7.509515,0.31392,-4.55184,5.96448,417.5242
477093,477.064,9.579705,-0.47088,-6.2784,7.22016,417.3921
477129,477.1,11.17507,-0.7848001,-5.96448,9.417601,417.6325
477164,477.136,9.024858,0.15696,-5.80752,6.90624,418.1742
477200,477.172,10.09071,-3.61008,-4.7088,8.161921,416.8715
477273,477.244,11.22346,-1.41264,-7.22016,8.475841,417.1516
477309,477.28,16.31328,-3.29616,-2.98224,15.696,417.1516
477344,477.316,11.5491,-2.3544,2.66832,10.9872,417.1516
477380,477.352,8.344015,-1.88352,1.41264,8.00496,416.6734
477416,477.388,11.04311,-1.09872,0.15696,10.9872,416.6073
477489,477.46,6.32726,-2.51136,0.0,5.80752,417.8439
477524,477.496,6.950688,-2.19744,0.15696,6.59232,417.91
477560,477.532,8.108925,-2.04048,0.0,7.848001,417.8439
477597,477.568,7.09973,-2.19744,-0.15696,6.74928,417.3022
477669,477.64,6.551083,-0.94176,0.7848001,6.43536,417.0618
477704,477.676,16.52633,0.7848001,-0.94176,16.4808,417.7145
477740,477.712,16.99088,1.5696,-2.04048,16.79472,417.5823
477777,477.748,8.540991,-0.47088,-0.94176,8.475841,417.4079
477815,477.784,11.46883,0.47088,-0.15696,11.45808,417.5823
477888,477.86,15.26794,0.31392,-1.09872,15.22512,418.1002
477924,477.896,11.13642,-3.61008,5.02272,9.260641,417.3181
477960,477.932,12.98696,-2.98224,5.33664,11.45808,418.0368
477997,477.968,13.19958,0.0,-0.62784,13.18464,417.902
478068,478.04,7.555305,-0.47088,0.31392,7.53408,418.013
478104,478.076,7.548781,0.47088,0.0,7.53408,417.7065
478140,478.112,8.803763,0.47088,-0.15696,8.789761,418.5996
478177,478.148,7.794451,1.25568,-0.15696,7.691041,417.5321
478213,478.184,6.129485,1.41264,0.0,5.96448,418.5996
478284,478.256,9.797121,1.5696,-2.19744,9.417601,418.2271
478321,478.292,9.868528,0.94176,-2.19744,9.57456,417.0301
478356,478.328,11.61928,0.0,-0.31392,11.61504,417.9866
478393,478.364,9.723923,0.94176,1.41264,9.57456,417.2679
478585,478.556,7.85898,4.86576,0.7848001,6.12144,417.5268
478620,478.592,8.671241,4.7088,-0.94176,7.22016,417.5268
478656,478.628,11.86373,3.61008,0.0,11.30112,417.4634
478692,478.664,8.38378,1.5696,1.09872,8.161921,417.7012
478728,478.7,7.168795,0.94176,0.7848001,7.0632,416.9826
478801,478.772,8.960479,0.47088,0.15696,8.946721,418.2851
478836,478.808,6.830917,0.94176,-0.47088,6.74928,418.766
478873,478.844,9.873521,1.25568,1.09872,9.731521,417.9152
478908,478.88,9.443725,2.51136,0.0,9.103681,417.1992
478981,478.952,8.990671,2.98224,-0.31392,8.475841,418.6101
479016,478.988,10.17338,3.76704,-0.7848001,9.417601,417.5453
479052,479.024,13.07016,4.23792,-1.72656,12.24288,418.264
479088,479.06,13.76603,2.19744,-1.5696,13.49856,417.8915
479124,479.096,9.669297,1.09872,-0.7848001,9.57456,417.3075
479196,479.168,14.41556,2.3544,2.66832,13.96944,417.8703
479232,479.204,11.77723,4.23792,-0.15696,10.9872,417.5242
479268,479.24,11.58637,4.7088,2.82528,10.2024,417.5664
479305,479.276,11.67534,4.7088,1.88352,10.51632,418.3908
479376,479.348,6.794755,1.25568,2.66832,6.12144,417.9787
479414,479.384,5.564891,1.5696,0.15696,5.33664,418.3274
479453,479.424,4.666757,2.51136,-3.45312,1.88352,417.8492
479489,479.46,6.605388,1.41264,-0.47088,6.43536,418.087
479525,479.496,10.14307,1.25568,-0.62784,10.04544,417.3049
479596,479.568,13.40883,-0.47088,1.25568,13.3416,417.7831
479633,479.604,6.830917,0.47088,3.29616,5.96448,417.9575
479670,479.64,12.67592,5.4936,-2.51136,11.14416,418.1742
479708,479.68,14.56433,8.632801,-2.51136,11.45808,417.8254
479780,479.752,14.49566,5.96448,2.19744,13.02768,418.1742
479817,479.788,13.47481,5.80752,2.3544,11.92896,417.0433
479853,479.824,8.499062,5.02272,1.88352,6.59232,417.4555
479889,479.86,8.420433,3.29616,-0.94176,7.691041,417.5664
479961,479.932,7.568338,3.924,1.5696,6.2784,418.0421
479997,479.968,8.229556,3.29616,0.31392,7.53408,417.9126
480033,480.004,8.674082,3.45312,2.04048,7.691041,416.9561
480068,480.04,8.158901,3.45312,-0.47088,7.37712,417.4978
480104,480.076,9.709977,5.17968,-3.61008,7.37712,416.7817
480177,480.148,11.96402,3.924,-1.88352,11.14416,418.2614
480212,480.184,9.819728,2.66832,-0.7848001,9.417601,417.3049
480248,480.22,9.981472,4.08096,0.31392,9.103681,418.1953
480284,480.256,10.76178,5.96448,-1.72656,8.789761,417.651
480356,480.328,12.99454,5.80752,-0.47088,11.61504,418.7185
480393,480.364,8.582713,4.86576,0.31392,7.0632,418.2403
480427,480.4,13.41985,5.4936,0.15696,12.24288,418.1293
480464,480.436,10.74804,4.55184,-0.31392,9.731521,418.7185
480500,480.472,9.890972,3.29616,1.09872,9.260641,418.7185
480573,480.544,11.0286,4.55184,0.0,10.04544,417.3921
480607,480.58,11.22566,3.924,-0.15696,10.51632,417.8703
480644,480.616,7.185957,1.88352,0.62784,6.90624,418.523
480680,480.652,5.52936,1.09872,0.94176,5.33664,418.0447
480753,480.724,4.431168,0.47088,0.31392,4.39488,418.087
480788,480.76,6.387328,2.19744,0.62784,5.96448,418.087
480824,480.796,11.34572,2.82528,0.15696,10.9872,418.4384
480862,480.832,11.27275,2.98224,-0.94176,10.83024,416.6523
480900,480.872,13.61849,5.96448,-4.7088,11.30112,417.4793
480973,480.944,13.31572,5.4936,-2.19744,11.92896,417.828
481008,480.98,13.72839,6.74928,-0.7848001,11.92896,416.9799
481045,481.016,14.03015,7.0632,-0.94176,12.08592,418.1768
481080,481.052,12.86115,3.61008,2.51136,12.08592,418.1768
481153,481.124,7.517713,5.33664,1.09872,5.17968,417.0908
481188,481.16,10.39379,4.7088,-0.31392,9.260641,417.4396
481225,481.196,11.19819,3.29616,0.7848001,10.67328,416.787
481260,481.232,7.331898,2.82528,0.47088,6.74928,418.0923
481296,481.268,8.373489,3.29616,0.31392,7.691041,418.0923
481368,481.34,6.299945,2.98224,-0.7848001,5.4936,417.9628
481404,481.376,6.596056,2.98224,-0.94176,5.80752,417.7884
481441,481.412,7.556935,2.66832,-0.31392,7.0632,417.6589
481477,481.448,12.12357,3.29616,-1.09872,11.61504,417.1807
481548,481.52,11.76572,5.80752,-3.61008,9.57456,417.9417
481584,481.556,10.31408,6.12144,-2.19744,8.00496,417.5744
481620,481.592,14.00819,6.90624,-1.5696,12.08592,417.0512
481657,481.628,13.83921,6.43536,-0.47088,12.24288,418.0526
481693,481.664,11.83358,4.39488,0.0,10.9872,418.2905
481872,481.844,14.00819,4.7088,-0.47088,13.18464,418.3803
481908,481.88,12.2177,4.23792,-2.66832,11.14416,417.4898
481944,481.916,4.573439,2.04048,0.31392,4.08096,418.3803
481980,481.952,4.85816,2.3544,-0.31392,4.23792,418.1425
482053,482.024,5.724201,0.62784,2.3544,5.17968,417.3577
482089,482.06,7.899627,2.82528,0.0,7.37712,417.2969
482124,482.096,13.2796,5.33664,-4.86576,11.14416,418.013
482161,482.132,9.864783,5.4936,-2.3544,7.848001,417.8386
482198,482.168,11.19819,6.2784,-0.47088,9.260641,417.8835
482269,482.24,12.68466,6.43536,2.98224,10.51632,418.4067
482304,482.276,12.23282,4.39488,3.61008,10.83024,418.235
482341,482.312,8.903936,4.55184,3.29616,6.90624,417.6907
482379,482.348,9.863534,5.02272,2.82528,8.00496,418.1689
482453,482.424,8.12865,4.86576,1.72656,6.2784,417.3207
482488,482.46,7.23039,3.76704,0.7848001,6.12144,417.5612
482524,482.496,9.638673,4.55184,-1.72656,8.31888,417.976
482561,482.532,9.371709,4.7088,-2.98224,7.53408,417.2573
482597,482.568,8.585584,1.88352,1.88352,8.161921,417.5427
482668,482.64,8.207072,0.47088,2.3544,7.848001,417.7171
482704,482.676,11.375,1.25568,-0.31392,11.30112,417.7646
482741,482.712,12.43654,2.04048,0.7848001,12.24288,418.0658
482777,482.748,11.78037,4.08096,-2.19744,10.83024,418.1795
482848,482.82,13.19398,3.29616,-1.25568,12.71376,417.6352
482884,482.856,12.3001,2.19744,-0.62784,12.08592,417.4608
482921,482.892,15.30662,1.5696,0.15696,15.22512,417.8096
482957,482.928,10.84161,0.47088,-0.15696,10.83024,417.939
482993,482.964,10.58404,0.47088,-1.09872,10.51632,417.2679
483064,483.036,12.80836,1.09872,-1.09872,12.71376,418.3327
483101,483.072,8.953603,0.31392,-0.15696,8.946721,418.4622
483139,483.108,7.304966,0.7848001,-0.7848001,7.22016,418.2693
483184,483.156,4.272658,0.15696,1.25568,4.08096,417.4898
483257,483.228,5.991269,-1.88352,-3.61008,4.39488,417.4238
483293,483.264,9.546214,-0.47088,-5.17968,8.00496,417.6642
483328,483.3,3.015103,-1.5696,-2.04048,1.5696,418.0315
483364,483.336,11.08765,-2.3544,-6.74928,8.475841,417.075
483436,483.408,9.382218,-1.25568,-3.45312,8.632801,417.186
483472,483.444,8.38378,-1.09872,-1.5696,8.161921,417.6167
483509,483.48,14.98537,-0.7848001,-3.29616,14.59728,416.9006
483544,483.516,15.32351,-1.72656,-0.15696,15.22512,415.5504
483580,483.552,9.731521,0.0,0.0,9.731521,416.2031
483653,483.624,8.566911,0.15696,-2.04048,8.31888,416.4409
483689,483.66,9.890971,-1.41264,-2.04048,9.57456,416.2031
483724,483.696,8.803763,-1.41264,-2.51136,8.31888,416.026
483760,483.732,17.63898,3.76704,-5.96448,16.16688,416.026
483833,483.804,9.424138,-6.2784,-2.82528,6.43536,417.3498
483870,483.84,8.679761,-5.65056,-1.41264,6.43536,415.6297
483908,483.88,7.711833,-5.4936,-2.66832,4.7088,416.174
483945,483.917,10.16854,-5.33664,-0.62784,8.632801,416.063
483980,483.952,9.763114,-8.00496,4.39488,3.45312,416.1264
484053,484.024,11.75944,-9.260641,-2.19744,6.90624,414.7102
484088,484.06,12.64576,-9.88848,-4.55184,6.43536,416.2744
484124,484.096,12.03894,-11.14416,0.15696,4.55184,416.5148
484160,484.132,10.27579,-9.88848,-1.72656,2.19744,416.3404
484233,484.204,4.661474,-4.55184,0.7848001,-0.62784,415.8173
484268,484.24,10.62354,-7.691041,-5.02272,-5.33664,416.7711
484304,484.276,11.96402,-9.417601,-6.43536,-3.61008,416.4039
484340,484.312,5.929266,-5.4936,-1.41264,-1.72656,417.2309
484415,484.384,6.607252,-4.08096,-2.19744,-4.7088,418.3882
484453,484.424,8.719407,-5.80752,-2.19744,-6.12144,418.3248
484488,484.46,7.961757,-4.23792,-3.1392,-5.96448,418.9775
484524,484.496,7.496381,-4.7088,-2.3544,-5.33664,419.1069
484561,484.532,10.50812,-3.29616,-3.29616,-9.417601,419.0409
484633,484.604,12.04815,-6.2784,-2.19744,-10.04544,419.6301
484668,484.64,11.98357,-7.37712,-2.51136,-9.103681,418.6286
484704,484.676,13.96238,-9.88848,-1.5696,-9.731521,418.7555
484740,484.712,13.69156,-8.946721,0.31392,-10.35936,418.996
484812,484.784,9.388781,-8.31888,-1.88352,-3.924,419.3447
484848,484.82,9.260641,-6.59232,-0.94176,-6.43536,418.6286
484885,484.856,7.857412,-5.65056,-1.72656,-5.17968,418.4543
484921,484.892,8.87067,-5.80752,-1.88352,-6.43536,418.996
485113,485.084,9.610517,-5.33664,-2.66832,-7.53408,418.9775
485149,485.12,9.879757,-5.80752,-2.66832,-7.53408,418.737
485184,485.156,9.808431,-5.65056,-3.1392,-7.37712,419.564
485220,485.192,12.56465,-8.475841,-3.76704,-8.475841,417.91
485256,485.228,11.8523,-10.51632,-4.23792,-3.45312,417.149
485331,485.3,12.07776,-10.04544,-3.61008,-5.65056,418.2773
485368,485.34,14.329,-13.02768,-4.86576,-3.45312,418.2773
485404,485.376,10.30452,-8.632801,-2.82528,-4.86576,418.5177
485442,485.412,9.365135,-7.848001,-3.76704,-3.45312,418.2773
485517,485.488,8.240026,-6.90624,-4.08096,-1.88352,418.0394
485553,485.524,8.40579,-6.90624,-4.08096,-2.51136,417.9285
485589,485.56,7.792871,-6.2784,-3.76704,-2.66832,417.3868
485624,485.596,8.344015,-5.65056,-6.12144,0.47088,418.2773
485697,485.668,9.345384,-4.55184,-8.161921,0.0,418.5626
485733,485.704,8.272849,-3.1392,-7.37712,-2.04048,418.2588
485768,485.74,9.918332,-3.1392,-8.31888,-4.39488,419.1518
485804,485.776,12.16314,-2.51136,-7.848001,-8.946721,418.5441
485841,485.812,9.887235,-2.51136,-8.789761,-3.76704,419.1333
485912,485.884,12.73602,-2.82528,-11.61504,-4.39488,420.5787
485948,485.92,12.57542,-2.98224,-11.45808,-4.23792,420.3382
485984,485.956,10.67674,-4.23792,-8.31888,-5.17968,419.7516
486021,485.992,10.1297,-3.76704,-7.848001,-5.17968,420.8825
486092,486.064,7.983388,-0.47088,-6.74928,-4.23792,420.9459
486128,486.1,7.896508,-1.09872,-6.12144,-4.86576,420.1163
486164,486.136,8.155882,-1.5696,-5.96448,-5.33664,420.5945
486201,486.172,7.954018,-1.5696,-5.96448,-5.02272,419.6406
486273,486.244,8.145302,-0.31392,-6.2784,-5.17968,420.5945
486308,486.28,8.798165,-0.47088,-6.59232,-5.80752,421.2498
486344,486.316,8.774331,-1.41264,-6.2784,-5.96448,421.7915
486380,486.352,9.44894,-1.25568,-7.22016,-5.96448,421.2022
486452,486.424,11.24211,-2.04048,-8.632801,-6.90624,421.2022
486488,486.46,11.27274,-2.82528,-8.31888,-7.0632,421.0913
486525,486.496,12.78718,-1.72656,-8.475841,-9.417601,420.4386
486569,486.54,12.40977,-2.04048,-8.00496,-9.260641,421.1547
486606,486.576,11.50636,-2.82528,-7.0632,-8.632801,420.9829
486680,486.652,11.13974,-3.45312,-6.74928,-8.161921,421.2842
486717,486.688,9.843533,-4.23792,-4.7088,-7.53408,420.6315
