Time (milliseconds),time,accelleration,x_accelleration,y_accelleration,z_accelleration,temperature,x_magnet_strength,y_magnet_strength,z_magnet_strength,total_magnet_strength,altitude
548078,548.046,9.868529,0.47088,-1.5696,-9.731521,22,0.00495,0.04305,0.06525001,0.07832859,402.8331
548167,548.133,10.18669,0.62784,-1.5696,-10.04544,22,0.00585,0.04245,0.0648,0.07768697,403.1581
548217,548.185,9.586132,0.47088,-1.72656,-9.417601,22,0.00495,0.04245,0.06555,0.07825156,402.59
548270,548.2329,10.04912,0.47088,-1.72656,-9.88848,22,0.00525,0.04215,0.0657,0.07823474,403.3193
548348,548.317,9.778243,0.62784,-1.88352,-9.57456,22,0.0054,0.0417,0.06525001,0.07762482,402.59
548397,548.365,9.722655,0.62784,-1.5696,-9.57456,22,0.0045,0.0423,0.06599999,0.07852096,402.2677
548444,548.413,10.0577,0.62784,-1.72656,-9.88848,22,0.00465,0.04185,0.06615,0.07841472,402.915
548528,548.497,9.903418,0.62784,-1.72656,-9.731521,22,0.00525,0.04215,0.0651,0.07773156,402.9943
548578,548.546,9.740376,0.47088,-1.72656,-9.57456,22,0.00555,0.0417,0.0651,0.07750937,402.2677
548664,548.633,10.04912,0.47088,-1.72656,-9.88848,22,0.0054,0.04245,0.06585,0.0785327,402.8331
548712,548.681,9.894707,0.47088,-1.72656,-9.731521,22,0.0048,0.04275,0.06525001,0.07815475,402.8331
548762,548.729,9.568126,0.62784,-1.5696,-9.417601,22,0.00435,0.0423,0.06555,0.07813459,403.2374
548840,548.809,9.749226,0.62784,-1.72656,-9.57456,22,0.0057,0.04245,0.0648,0.07767581,403.1528
548888,548.857,9.740376,0.47088,-1.72656,-9.57456,22,0.0045,0.042,0.0657,0.07810724,402.1779
548939,548.905,9.877263,0.62784,-1.5696,-9.731521,22,0.00525,0.0423,0.06615,0.07869356,402.746
549024,548.993,9.894707,0.47088,-1.72656,-9.731521,22,0.0045,0.04215,0.0654,0.07793608,402.8331
549074,549.041,9.740376,0.47088,-1.72656,-9.57456,22,0.0048,0.042,0.0654,0.07787297,402.7513
549163,549.129,9.877263,0.62784,-1.5696,-9.731521,22,0.00495,0.0423,0.06615,0.07867411,402.9943
549212,549.181,9.914606,0.7848001,-1.72656,-9.731521,22,0.00555,0.04215,0.0657,0.07825544,402.7513
549262,549.229,9.894707,0.47088,-1.72656,-9.731521,22,0.0048,0.04185,0.0651,0.07754014,402.7513
549340,549.309,9.894707,0.47088,-1.72656,-9.731521,22,0.0048,0.04245,0.06525001,0.07799106,403.6417
549391,549.357,9.894707,0.47088,-1.72656,-9.731521,22,0.00435,0.0423,0.0654,0.07800879,402.7513
549440,549.409,10.09681,0.7848001,-1.88352,-9.88848,22,0.0054,0.0423,0.0657,0.07832586,402.7513
549524,549.493,9.740376,0.47088,-1.72656,-9.57456,22,0.00465,0.0423,0.0651,0.07777482,402.4315
549574,549.541,9.877263,0.62784,-1.5696,-9.731521,22,0.0054,0.04215,0.06494999,0.07761626,402.7513
549662,549.629,9.734052,0.31392,-1.72656,-9.57456,22,0.0048,0.0426,0.0654,0.0781982,403.0762
549713,549.681,9.914606,0.7848001,-1.72656,-9.731521,22,0.00465,0.04245,0.0651,0.0778565,403.5624
549763,549.729,10.08583,0.62784,-1.88352,-9.88848,22,0.0051,0.0417,0.06465,0.07710073,403.3193
549840,549.809,9.903418,0.62784,-1.72656,-9.731521,22,0.0048,0.0426,0.06555,0.0783237,403.4832
549890,549.857,9.769421,0.47088,-1.88352,-9.57456,22,0.00525,0.0423,0.0651,0.077813,402.59
549941,549.909,9.903418,0.62784,-1.72656,-9.731521,22,0.00495,0.042,0.06525001,0.07775645,403.1581
550025,549.993,10.4623,1.09872,-2.04048,-10.2024,22,0.00465,0.04305,0.0654,0.07843522,403.1581
550078,550.041,9.734052,0.7848001,-1.5696,-9.57456,22,0.00495,0.04275,0.06555,0.07841472,402.59
550164,550.133,9.70744,0.31392,-1.5696,-9.57456,22,0.00465,0.0429,0.0651,0.07810277,402.7513
550212,550.181,10.16975,2.3544,-0.31392,-9.88848,22,0.00525,0.04185,0.06615,0.07845258,403.3986
550262,550.229,80.09099,2.04048,1.5696,-80.0496,22,0.0057,0.04635,0.0651,0.08011755,402.672
550341,550.309,82.08723,5.17968,-17.42256,-80.0496,22,0.0099,0.045,0.0645,0.07926702,399.1155
550388,550.357,80.28669,3.29616,-15.85296,-78.63697,22,0.01455,0.0438,0.06465,0.07943403,399.6783
550436,550.405,81.5499,3.924,-15.06816,-80.0496,22,0.0195,0.0393,0.06599999,0.07925112,397.7415
550521,550.489,82.15129,4.55184,-17.89344,-80.0496,22,0.027,0.02355,0.0702,0.07881398,393.3949
550569,550.537,82.64105,4.23792,-20.09088,-80.0496,22,0.0261,0.0162,0.0708,0.077177,389.6112
550761,550.729,13.88808,-2.3544,-8.161921,-10.9872,22,0.01695,-0.00315,0.07095,0.07301457,393.9128
550808,550.777,9.296486,0.0,-9.103681,1.88352,22,0.01515,-0.006599999,0.07065,0.07255691,399.5726
550857,550.825,11.74371,0.15696,-7.22016,9.260641,22,0.01275,-0.009,0.0711,0.07279266,390.5651
550932,550.901,12.19449,0.31392,-10.04544,6.90624,22,0.0051,-0.01485,0.0696,0.07134909,418.9219
550980,550.949,33.23811,-2.66832,-27.78192,18.0504,22,0.00015,-0.0219,0.06525001,0.06882729,445.2971
551029,550.997,81.94756,21.34656,-75.02689,25.1136,22,-0.0018,-0.03765,0.03795,0.05348799,413.5026
551112,551.081,87.01886,46.14625,-59.48784,43.63489,22,0.01485,-0.03285,0.01995,0.04120252,467.5952
551163,551.129,48.76003,16.4808,-38.61216,24.79968,22,-0.0123,-0.0369,0.02505,0.04626448,431.9167
551244,551.209,21.72238,-21.1896,-4.39488,1.88352,22,-0.05175,0.0147,0.0186,0.05692198,435.3886
551292,551.261,21.16401,-17.89344,10.04544,5.17968,22,-0.04305,0.04155,0.0198,0.06302178,425.0547
551343,551.309,33.16094,-8.946721,25.8984,18.67824,22,-0.00945,0.06255,0.02505,0.06803901,417.075
551428,551.3969,34.44048,10.04544,24.95664,21.50352,22,0.04425,0.03525,0.02055,0.06019076,434.7412
551476,551.445,16.20569,11.30112,10.9872,3.76704,22,0.04665,0.0204,0.012,0.05231044,435.5524
551561,551.529,9.798378,7.22016,6.43536,-1.5696,22,0.0405,0.0201,0.00015,0.04521374,436.2156
551610,551.577,7.769124,7.0632,3.1392,-0.7848001,22,0.03255,0.0303,-0.00615,0.04489337,432.0223
551661,551.629,3.99555,2.19744,2.51136,-2.19744,22,0.02595,0.0375,-0.007950001,0.04629098,428.8833
551738,551.705,2.55994,0.62784,2.3544,-0.7848001,22,0.01545,0.0432,-0.00975,0.04690421,427.6864
551790,551.757,3.45312,0.62784,2.82528,-1.88352,22,0.02115,0.0441,-0.00705,0.04941493,427.1156
551841,551.809,3.470911,0.31392,3.45312,-0.15696,22,0.02505,0.0459,-0.00075,0.05229603,427.8502
551926,551.893,2.672933,0.15696,2.3544,1.25568,22,0.03435,0.0495,0.0171,0.06263053,428.8305
551979,551.945,1.941488,-0.31392,1.09872,1.5696,22,0.03405,0.0489,0.0234,0.06401697,429.6417
552030,551.997,1.029256,-0.47088,0.7848001,0.47088,22,0.03345,0.04905,0.0357,0.06927694,429.322
552117,552.085,0.9152263,-0.47088,0.47088,0.62784,22,0.0276,0.04665,0.05115,0.07452721,430.6272
552164,552.133,0.8003422,-0.47088,0.15696,0.62784,22,0.02265,0.04005,0.0603,0.07584929,430.7937
552248,552.217,0.8597054,-0.7848001,0.15696,-0.31392,22,0.0192,0.02985,0.06764999,0.07639493,430.6457
552296,552.265,0.7848001,-0.62784,0.0,-0.47088,22,0.0195,0.0255,0.0699,0.07691885,431.4569
552344,552.313,0.8879,-0.62784,0.0,-0.62784,22,0.0225,0.0189,0.0699,0.07582526,431.9351
552422,552.389,0.7192811,-0.62784,0.15696,-0.31392,22,0.02805,0.01425,0.06764999,0.07460823,431.441
552472,552.441,0.8597054,-0.7848001,0.15696,-0.31392,22,0.03405,0.0102,0.0618,0.07129293,430.3868
552522,552.489,0.8155881,-0.7848001,0.15696,0.15696,22,0.03915,0.00765,0.05625,0.06895874,430.6193
552610,552.577,1.754866,-0.7848001,0.94176,1.25568,22,0.04725,-0.0012,0.0333,0.05781775,430.3683
552657,552.625,2.936453,-0.7848001,1.5696,2.3544,22,0.0456,-0.0045,0.02115,0.05046715,428.5874
552734,552.701,2.046508,-0.7848001,1.41264,1.25568,22,0.03765,-0.0102,0.00525,0.03935893,426.9677
552787,552.753,1.915941,-0.94176,1.25568,1.09872,22,0.0309,-0.01125,-0.00015,0.03288457,426.6479
552838,552.805,2.501531,-1.09872,2.19744,0.47088,22,0.03045,-0.0129,-0.00105,0.03308648,425.4378
552921,552.889,3.212891,-1.72656,2.66832,0.47088,22,0.03105,-0.0108,-0.0015,0.03290885,425.2792
552968,552.937,3.154857,-1.88352,2.51136,0.31392,22,0.0333,-0.0102,-0.00105,0.03484297,423.826
553052,553.021,4.629655,-3.45312,2.98224,0.7848001,22,0.03585,-0.00555,0.00045,0.03627985,423.9978
553102,553.069,5.219953,-3.76704,2.98224,2.04048,22,0.03645,-0.0042,0.0003,0.0366924,422.5471
553152,553.1209,6.093203,-4.55184,2.3544,3.29616,22,0.03915,-0.0015,0.00165,0.03921345,423.678
553230,553.197,7.628321,-5.65056,3.29616,3.924,22,0.0426,0.0027,0.0051,0.04298907,423.7731
553282,553.249,12.82566,-7.22016,4.86576,9.417601,22,0.0435,0.00435,0.0069,0.04425813,424.3439
553330,553.297,8.486008,-6.12144,4.86576,3.29616,22,0.0453,0.00375,0.00765,0.04609419,423.7045
553525,553.493,7.694243,2.98224,6.43536,2.98224,22,0.01305,-0.0258,-0.00045,0.02891617,419.7305
553574,553.541,14.7183,6.12144,8.475841,10.35936,22,-0.01395,-0.0234,-0.00345,0.02746024,422.9541
553624,553.593,13.20798,6.59232,4.86576,10.35936,22,-0.03015,-0.00615,-0.007950001,0.03178124,423.7599
553709,553.677,8.205571,-0.31392,-0.7848001,8.161921,22,0.00015,0.02985,-0.0189,0.03533065,418.0368
553758,553.725,8.237037,-5.17968,3.76704,5.17968,22,0.0171,0.02295,-0.01665,0.03311095,418.4437
553841,553.809,25.70553,-7.22016,9.88848,22.60224,22,0.0273,0.0171,-0.012,0.03437586,418.6181
553897,553.861,12.97842,-0.31392,7.37712,10.67328,22,0.03585,0.01245,-0.0048,0.03825264,417.0116
553944,553.913,25.60373,4.08096,13.02768,21.66048,22,0.0303,-0.006,-0.00615,0.03149464,417.5268
554029,553.997,16.79399,6.59232,9.417601,12.24288,22,-0.006,-0.0105,-0.01515,0.01938485,417.836
554077,554.045,14.28509,4.55184,9.57456,9.57456,22,-0.0096,-0.0084,-0.0156,0.02015143,417.7805
554164,554.133,20.39635,-0.7848001,10.83024,17.2656,22,-0.0147,-0.0027,-0.01665,0.02237415,418.153
554212,554.181,10.35222,2.04048,6.43536,7.848001,22,-0.0078,0.0099,-0.02025,0.02385189,419.3738
554260,554.229,12.47807,3.1392,5.65056,10.67328,22,-0.0021,0.018,-0.02115,0.02785197,421.2656
554336,554.305,20.85325,-0.15696,6.12144,19.93392,22,0.0258,0.0264,-0.01215,0.03886158,417.8782
554385,554.353,8.519329,0.62784,3.61008,7.691041,22,0.036,0.01335,-0.00585,0.0388387,417.725
554432,554.401,13.06545,0.31392,7.0632,10.9872,22,0.02955,-0.0162,0.00045,0.0337023,417.865
554516,554.485,23.20886,1.25568,10.9872,20.4048,22,-0.0051,-0.0216,-0.00825,0.02367768,418.0104
554566,554.533,19.69332,2.98224,10.35936,16.4808,22,-0.0093,-0.007950001,-0.0165,0.02054124,418.0975
554652,554.621,23.62391,0.47088,9.417601,21.66048,22,0.02505,0.012,-0.0141,0.03114984,417.0882
554701,554.669,12.5047,3.29616,6.43536,10.2024,22,0.03105,-0.0039,-0.0057,0.03180884,416.462
554748,554.717,22.60115,-6.43536,14.59728,16.00992,22,0.02145,-0.02265,0.00015,0.03119531,416.4461
554824,554.793,10.49756,0.31392,5.96448,8.632801,22,0.00525,-0.0255,-0.0015,0.02607801,416.2849
554875,554.841,13.86322,-0.62784,4.23792,13.18464,22,0.0108,-0.0204,-0.006,0.02384953,416.1185
554924,554.893,5.950006,0.7848001,2.51136,5.33664,22,0.00825,-0.0228,-0.00525,0.02480857,416.3616
555009,554.977,12.86881,0.0,6.43536,11.14416,22,-0.01695,-0.0174,-0.009150001,0.02595737,419.7596
555058,555.026,8.924664,0.31392,4.23792,7.848001,22,-0.0207,-0.0003,-0.0171,0.02685126,417.9813
555144,555.113,9.164368,0.47088,4.7088,7.848001,22,-0.0087,0.0138,-0.0216,0.02706825,417.651
555193,555.161,8.293669,0.0,4.08096,7.22016,22,0.0027,0.01935,-0.0222,0.02957283,417.474
555241,555.209,5.828692,0.15696,2.66832,5.17968,22,0.0126,0.0225,-0.01935,0.03224023,416.1291
555329,555.297,9.169744,-1.25568,2.82528,8.632801,22,0.0339,0.01785,-0.00765,0.03906859,415.8014
555379,555.345,9.631002,-1.5696,3.61008,8.789761,22,0.03975,0.0021,0.0018,0.03984611,416.1291
555429,555.3969,11.06985,-2.04048,4.86576,9.731521,22,0.0369,-0.00975,0.0051,0.03850561,416.713
555505,555.473,6.936496,-1.5696,3.45312,5.80752,22,0.02565,-0.0234,0.0075,0.03552088,416.6364
555553,555.521,7.352031,-1.88352,3.61008,6.12144,22,0.01755,-0.0273,0.00675,0.03314898,415.9758
555606,555.573,8.523664,-1.25568,4.08096,7.37712,22,0.01395,-0.0273,0.00435,0.03096474,415.5689
555696,555.661,8.229556,0.0,4.7088,6.74928,22,-0.0054,-0.027,-0.00195,0.02760367,414.8555
555744,555.713,10.37006,0.31392,5.4936,8.789761,22,-0.0162,-0.0219,-0.0054,0.02777067,418.7027
555828,555.797,12.55386,0.47088,6.59232,10.67328,22,-0.0291,0.00255,-0.0129,0.0319331,419.5957
555878,555.845,11.94753,0.47088,5.65056,10.51632,22,-0.02025,0.0237,-0.01785,0.03592179,417.5744
555928,555.8969,10.25178,0.62784,3.61008,9.57456,22,-0.0072,0.03285,-0.0186,0.03843075,416.0101
556004,555.973,8.750432,-0.31392,3.1392,8.161921,22,0.02325,0.0309,-0.01335,0.0409096,414.3719
556052,556.021,8.959104,-0.7848001,3.61008,8.161921,22,0.036,0.0171,-0.00675,0.04042243,414.0522
556100,556.0689,10.25539,-1.72656,4.39488,9.103681,22,0.03855,0.0081,-0.00315,0.03951753,413.7352
556293,556.262,11.73112,-1.72656,5.80752,10.04544,22,0.00705,-0.02895,0.0033,0.02997824,414.409
556340,556.309,10.62702,-1.25568,5.33664,9.103681,22,-0.0009,-0.0294,0.0015,0.02945199,413.5053
556424,556.393,11.28476,-1.09872,5.02272,10.04544,22,-0.0129,-0.024,-0.0045,0.0276163,412.2951
556473,556.441,12.11036,-0.94176,5.33664,10.83024,22,-0.0213,-0.0141,-0.0093,0.02718437,413.2754
556520,556.489,12.70213,-1.25568,5.33664,11.45808,22,-0.02235,-0.00825,-0.0132,0.02723646,412.9557
556596,556.565,11.83149,1.25568,2.66832,11.45808,22,-0.01785,0.0027,-0.01905,0.02624528,413.5291
556646,556.613,10.79492,-2.04048,4.86576,9.417601,22,-0.01575,0.0018,-0.01875,0.02455331,412.8025
556696,556.6649,10.66982,-1.72656,4.7088,9.417601,22,-0.01245,0.00135,-0.01965,0.02330123,412.8791
556781,556.749,9.689659,-1.72656,3.29616,8.946721,22,-0.01035,0.00495,-0.02145,0.02432545,413.1354
556828,556.797,10.89262,-1.88352,3.76704,10.04544,22,-0.01185,0.006,-0.0207,0.02459497,413.1354
556904,556.873,11.43656,-2.04048,4.39488,10.35936,22,-0.01485,0.00825,-0.02055,0.02666247,413.463
556954,556.921,10.86317,-2.19744,3.924,9.88848,22,-0.01305,0.0081,-0.0207,0.025776,412.5726
557004,556.973,9.881004,-1.72656,2.98224,9.260641,22,-0.01275,0.0081,-0.0204,0.02538371,412.6518
557082,557.049,7.110133,-2.19744,2.51136,6.2784,22,-0.0126,0.0057,-0.02055,0.02476999,412.1683
557135,557.101,11.53416,-1.88352,4.7088,10.35936,22,-0.01965,0.003,-0.01725,0.02631891,412.9795
557185,557.154,8.231052,-2.3544,4.08096,6.74928,22,-0.021,0.0003,-0.01665,0.02680135,412.2423
557270,557.237,9.928264,-1.41264,4.39488,8.789761,22,-0.0246,-0.0078,-0.01185,0.02839758,411.5949
557321,557.289,10.68366,-0.47088,5.02272,9.417601,22,-0.01935,-0.01695,-0.00645,0.02652032,411.5315
557404,557.373,11.72692,-0.15696,5.4936,10.35936,22,-0.0003,-0.02655,-0.0027,0.02668862,411.5315
557455,557.421,9.759329,-0.15696,4.23792,8.789761,22,0.01215,-0.024,-0.00165,0.02695079,411.2884
557505,557.473,8.937078,-0.47088,3.61008,8.161921,22,0.02625,-0.01605,-0.00075,0.03077706,411.772
557591,557.557,10.60148,-1.72656,4.55184,9.417601,22,0.0327,-0.00645,-0.00195,0.03338705,410.7917
557642,557.609,10.93551,-2.04048,4.55184,9.731521,22,0.0336,0.0024,-0.0063,0.03426966,411.2752
557728,557.697,9.769422,-1.09872,3.76704,8.946721,22,0.02325,0.0171,-0.01515,0.03259593,411.365
557776,557.745,9.028953,-0.62784,3.45312,8.31888,22,0.01125,0.02295,-0.01965,0.03223953,411.0586
557824,557.793,9.503536,-0.15696,3.61008,8.789761,22,0.0036,0.0246,-0.02085,0.03244753,411.4655
557900,557.869,9.591271,0.15696,3.45312,8.946721,22,-0.01155,0.01455,-0.0204,0.02759103,411.4787
557950,557.917,6.32726,-1.88352,2.51136,5.4936,22,-0.01395,0.01185,-0.0207,0.02763177,411.0718
557996,557.965,8.758874,-1.09872,2.51136,8.31888,22,-0.0153,0.0087,-0.0201,0.02671685,410.3477
558080,558.049,11.01519,-1.5696,4.23792,10.04544,22,-0.01845,0.00585,-0.01875,0.02694787,410.6014
558128,558.097,11.91346,-1.88352,3.76704,11.14416,22,-0.0183,0.0045,-0.01905,0.02679632,410.4376
558212,558.181,11.81899,-1.5696,3.61008,11.14416,22,-0.0183,0.00285,-0.0183,0.02603656,410.9317
558262,558.229,9.636118,-0.94176,3.45312,8.946721,22,-0.0159,0.00375,-0.01905,0.02509532,410.361
558312,558.281,9.084718,-0.94176,2.66832,8.632801,22,-0.01575,0.00315,-0.01965,0.02537927,411.0981
558388,558.357,8.953602,-1.09872,2.66832,8.475841,22,-0.01455,0.0057,-0.0201,0.02545982,410.1311
558436,558.405,9.85479,-1.5696,2.98224,9.260641,22,-0.01365,0.00675,-0.0207,0.02569776,410.4614
558484,558.453,10.19757,-1.5696,3.1392,9.57456,22,-0.01335,0.009,-0.0213,0.02670042,409.9779
558571,558.537,10.32959,-1.41264,3.61008,9.57456,22,-0.009,0.01185,-0.0225,0.02697541,409.6608
558620,558.589,10.49639,-1.88352,3.45312,9.731521,22,-0.00465,0.01485,-0.02265,0.02748031,409.9779
558705,558.673,10.40445,-2.04048,3.924,9.417601,22,0.0009,0.018,-0.0222,0.02859458,408.847
558754,558.721,10.24096,-1.41264,3.76704,9.417601,22,0.0036,0.01815,-0.02205,0.02878515,408.9236
558804,558.773,10.34746,-1.72656,3.924,9.417601,22,0.009,0.018,-0.02085,0.02897797,408.4401
559001,558.969,11.30439,-1.72656,4.55184,10.2024,22,0.01635,0.0093,-0.0189,0.02666501,407.8033
559050,559.017,10.97374,-1.88352,4.7088,9.731521,22,0.01845,0.0075,-0.01755,0.02654534,407.5628
559101,559.069,11.04312,-1.41264,4.7088,9.88848,22,0.01905,0.0063,-0.01635,0.02588272,407.4862
559185,559.153,12.02461,-0.47088,6.59232,10.04544,22,0.0201,0.00045,-0.0144,0.02472999,406.9155
559234,559.201,11.47956,-1.5696,5.02272,10.2024,22,0.01935,-0.00195,-0.0138,0.0238467,407.0793
559321,559.289,10.06137,-0.62784,4.23792,9.103681,22,0.0162,-0.0045,-0.0144,0.02213707,407.65
559373,559.341,9.739113,-0.7848001,3.76704,8.946721,22,0.015,-0.00435,-0.0156,0.02207448,407.2589
559422,559.389,9.373023,-0.7848001,3.924,8.475841,22,0.0123,-0.0039,-0.0165,0.02094636,407.4994
